"全国～人口20万以上の市 コード","全国～人口20万以上の市 補助コード","全国～人口20万以上の市","時間軸（年次） コード","時間軸（年次） 補助コード","時間軸（年次）","国籍総数か日本人 コード","国籍総数か日本人 補助コード","国籍総数か日本人","男女 コード","男女 補助コード","男女","配偶関係 コード","配偶関係 補助コード","配偶関係","/年齢","総数","15歳","16歳","17歳","18歳","19歳","20歳","21歳","22歳","23歳","24歳","25歳","26歳","27歳","28歳","29歳","30歳","31歳","32歳","33歳","34歳","35歳","36歳","37歳","38歳","39歳","40歳","41歳","42歳","43歳","44歳","45歳","46歳","47歳","48歳","49歳","50歳","51歳","52歳","53歳","54歳","55歳","56歳","57歳","58歳","59歳","60歳","61歳","62歳","63歳","64歳","65歳","66歳","67歳","68歳","69歳","70歳","71歳","72歳","73歳","74歳","75歳","76歳","77歳","78歳","79歳","80歳","81歳","82歳","83歳","84歳","85歳","86歳","87歳","88歳","89歳","90歳","91歳","92歳","93歳","94歳","95歳","96歳","97歳","98歳","99歳","100歳以上","（再掲）15～64歳","（再掲）65歳以上","（再掲）75歳以上","（再掲）85歳以上","（再掲）20～69歳"
"27102","","大阪市都島区","2020000000","","2020年","1","","うち日本人","0","","総数","4","","離別","","6.34357","0.00000","0.00000","0.00000","0.00000","0.00000","0.27855","0.00000","0.11136","0.29703","0.69170","0.48733","1.12245","1.28968","1.64251","1.87441","2.28102","3.60036","2.09472","3.08748","3.88007","4.01674","3.33876","2.83019","4.57143","4.59482","5.16224","3.96707","5.42027","5.86466","6.01614","6.13973","7.93977","7.87452","8.22454","9.45480","7.62887","10.19202","7.64228","9.45537","10.11673","10.90909","11.65049","10.49011","10.56075","11.21495","10.90047","11.31899","11.64773","10.00000","9.99030","9.60295","9.08231","10.55046","9.36968","9.88372","9.46253","10.65632","9.69697","9.89541","7.92350","9.79310","8.41424","7.91209","7.92952","8.54606","7.62463","7.73994","5.59758","6.13599","5.00000","5.84192","3.07692","4.13223","3.20366","4.54545","4.30108","3.98406","1.53846","3.33333","5.42636","4.70588","0.00000","2.43902","0.00000","0.00000","2.77778","5.63513","8.09081","6.41611","3.90969","6.39162"
"27102","","大阪市都島区","2020000000","","2020年","1","","うち日本人","1","","男","1","","未婚","","34.20038","99.74684","100.00000","100.00000","99.73822","99.48052","98.86686","97.07447","95.64220","94.24779","93.24895","85.16949","81.08108","74.84009","65.55324","59.95976","56.60377","52.98651","51.87835","40.36364","40.83969","37.94872","35.54422","33.49754","32.70869","30.75540","27.72861","32.21884","23.05195","28.39314","27.29970","27.36390","27.20898","25.06361","29.76680","26.40219","30.52782","25.83454","25.36825","23.27718","24.21875","22.03947","23.09091","19.32624","17.37452","18.83768","21.11801","19.05697","18.18182","17.23356","16.90428","18.87160","13.69863","15.25424","14.23611","14.80865","13.73134","14.20534","13.41853","10.78261","12.42775","9.67742","7.94045","7.35294","8.35443","8.67209","6.13027","4.45344","1.90840","5.02092","2.64317","5.50459","5.98802","1.19760","0.00000","7.21649","0.00000","1.69492","3.92157","2.77778","0.00000","6.25000","0.00000","0.00000","0.00000","0.00000","0.00000","42.84190","10.54699","5.76653","3.23160","36.22748"
"27102","","大阪市都島区","2020000000","","2020年","1","","うち日本人","1","","男","2","","有配偶","","58.19833","0.25316","0.00000","0.00000","0.26178","0.25974","0.28329","2.92553","4.12844","5.30973","6.11814","14.19492","17.56757","23.88060","32.35908","38.63179","41.09015","44.31599","46.86941","57.27273","54.38931","58.29060","61.90476","63.21839","62.86201","66.00719","68.14159","64.43769","72.24026","66.92668","66.46884","67.76504","66.90042","67.68448","63.64883","67.03146","62.76748","65.89260","68.90344","68.60643","66.60156","67.59868","66.72727","70.39007","74.32432","69.33868","69.56522","69.54813","70.45455","72.56236","73.11609","71.01167","76.71233","72.69303","75.86806","73.21131","75.07463","73.55837","72.52396","75.47826","76.30058","73.90029","80.39702","77.94118","73.92405","75.06775","76.62835","76.11336","86.25954","81.17155","76.21145","81.19266","68.86228","74.85030","72.10884","62.88660","79.06977","66.10169","60.78431","38.88889","60.60606","43.75000","66.66667","36.36364","60.00000","25.00000","0.00000","52.14191","74.77586","75.59775","70.10772","57.85316"
"27102","","大阪市都島区","2020000000","","2020年","1","","うち日本人","1","","男","3","","死別","","2.44211","0.00000","0.00000","0.00000","0.00000","0.25974","0.56657","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.19084","0.00000","0.51020","0.16420","0.00000","0.00000","0.14749","0.00000","0.32468","0.31201","0.14837","0.42980","0.00000","0.63613","0.00000","0.41040","0.42796","0.72569","0.65466","0.15314","0.97656","1.48026","0.54545","1.41844","1.15830","1.60321","0.41408","1.37525","1.65289","2.04082","3.05499","3.50195","3.13112","2.82486","3.12500","2.49584","3.58209","4.92264","5.11182","5.21739","4.62428","6.74487","6.45161","8.33333","10.63291","10.29810","9.57854","10.93117","8.01527","9.20502","16.74009","11.00917","24.55090","20.95808","24.48980","26.80412","19.76744","30.50847","35.29412","58.33333","30.30303","50.00000","33.33333","63.63636","40.00000","75.00000","100.00000","0.43427","7.93795","13.33802","24.50628","0.71132"
"27102","","大阪市都島区","2020000000","","2020年","1","","うち日本人","1","","男","4","","離別","","5.15917","0.00000","0.00000","0.00000","0.00000","0.00000","0.28329","0.00000","0.22936","0.44248","0.63291","0.63559","1.35135","1.27932","2.08768","1.40845","2.30608","2.69750","1.25224","2.36364","4.58015","3.76068","2.04082","3.11987","4.42930","3.23741","3.98230","3.34347","4.38312","4.36817","6.08309","4.44126","5.89060","6.61578","6.58436","6.15595","6.27675","7.54717","5.07365","7.96325","8.20313","8.88158","9.63636","8.86525","7.14286","10.22044","8.90269","10.01965","9.71074","8.16327","6.92464","6.61479","6.45793","9.22787","6.77083","9.48419","7.61194","7.31364","8.94569","8.52174","6.64740","9.67742","5.21092","6.37255","7.08861","5.96206","7.66284","8.50202","3.81679","4.60251","4.40529","2.29358","0.59880","2.99401","3.40136","3.09278","1.16279","1.69492","0.00000","0.00000","9.09091","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","4.58192","6.73920","5.29770","2.15440","5.20804"
"27102","","大阪市都島区","2020000000","","2020年","1","","うち日本人","2","","女","1","","未婚","","29.84115","100.00000","100.00000","100.00000","98.68074","99.45799","98.90411","96.98492","95.88745","92.65233","86.43123","82.67148","75.93284","69.38776","64.20863","55.96491","52.34249","42.90541","43.04267","38.31169","39.34426","35.08197","29.84375","31.37255","27.74295","26.98908","23.15634","24.04130","23.28767","27.14078","24.09289","24.33936","24.19786","26.41753","23.41220","22.28412","23.47480","21.50376","22.29402","21.07623","21.12403","19.10299","18.52487","19.03172","15.57971","13.30998","14.33566","10.53571","10.13986","12.82565","10.74074","11.07206","10.80586","10.73345","9.19732","9.61857","11.67435","8.64023","9.65418","9.73054","9.06736","8.59375","9.54198","10.75697","8.38207","7.33083","7.36342","7.51880","7.51880","7.41758","6.79887","4.12088","5.66572","5.04732","6.20690","4.29185","5.69948","5.72917","9.02778","7.01754","13.54167","5.79710","9.09091","16.66667","3.33333","6.66667","0.00000","39.24399","8.61199","7.39615","5.95711","32.81919"
"27102","","大阪市都島区","2020000000","","2020年","1","","うち日本人","2","","女","2","","有配偶","","51.26343","0.00000","0.00000","0.00000","1.31926","0.54201","0.82192","3.01508","4.11255","6.98925","12.63941","16.96751","23.13433","29.31354","34.53237","41.75439","45.39580","52.70270","53.80334","57.95455","57.37705","60.49180","65.46875","65.91252","67.55486","67.08268","69.61652","70.79646","69.71081","64.87663","69.52104","67.31572","65.50802","63.01546","65.87796","63.64903","65.91512","64.06015","66.07431","65.32138","64.34109","65.94684","65.52316","65.10851","65.21739","69.87741","69.23077","70.17857","69.58042","69.53908","67.96296","67.83831","68.13187","66.36852","67.72575","65.00829","62.51920","60.19830","62.53602","57.63473","56.21762","56.77083","53.81679","48.60558","49.90253","47.55639","44.65558","41.85464","34.08521","33.79121","29.17847","28.02198","26.34561","18.29653","18.96552","13.73391","12.43523","8.85417","8.33333","8.77193","5.20833","2.89855","6.81818","0.00000","3.33333","13.33333","0.00000","52.73196","47.94786","34.53466","16.52105","57.26606"
"27102","","大阪市都島区","2020000000","","2020年","1","","うち日本人","2","","女","3","","死別","","11.50539","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.17921","0.18587","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.18553","0.00000","0.00000","0.16393","0.15625","0.15083","0.00000","0.15601","0.88496","0.58997","0.60883","0.72569","0.43541","0.55633","0.40107","1.41753","0.99626","1.25348","1.72414","1.50376","1.45396","2.69058","2.51938","1.99336","2.40137","3.83973","5.43478","4.72855","3.84615","6.78571","6.99301","6.01202","8.51852","8.78735","9.52381","11.09123","11.20401","15.09121","14.43932","17.13881","17.43516","21.55689","25.64767","24.73958","25.76336","31.47410","33.13840","34.77444","40.38005","43.35840","51.62907","51.64835","58.64023","59.89011","63.73938","71.92429","71.72414","76.82403","76.16580","80.72917","80.55556","79.82456","77.08333","85.50725","84.09091","80.00000","93.33333","80.00000","97.05882","1.40550","34.30832","50.96251","72.83558","2.42479"
"27102","","大阪市都島区","2020000000","","2020年","1","","うち日本人","2","","女","4","","離別","","7.39003","0.00000","0.00000","0.00000","0.00000","0.00000","0.27397","0.00000","0.00000","0.17921","0.74349","0.36101","0.93284","1.29870","1.25899","2.28070","2.26171","4.39189","2.96846","3.73377","3.27869","4.26230","4.53125","2.56410","4.70219","5.77223","6.34218","4.57227","6.39269","7.25689","5.95065","7.78860","9.89305","9.14948","9.71357","12.81337","8.88594","12.93233","10.17771","10.91181","12.01550","12.95681","13.55060","12.02003","13.76812","12.08406","12.58741","12.50000","13.28671","11.62325","12.77778","12.30228","11.53846","11.80680","11.87291","10.28192","11.36713","14.02266","10.37464","11.07784","9.06736","9.89583","10.87786","9.16335","8.57700","10.33835","7.60095","7.26817","6.76692","7.14286","5.38244","7.96703","4.24929","4.73186","3.10345","5.15021","5.69948","4.68750","2.08333","4.38596","4.16667","5.79710","0.00000","3.33333","0.00000","0.00000","2.94118","6.61856","9.13182","7.10667","4.68626","7.48997"
"27103","","大阪市福島区","2020000000","","2020年","0","","国籍総数","0","","総数","1","","未婚","","34.61033","100.00000","100.00000","100.00000","99.63636","99.02439","98.70130","96.60679","95.96774","93.50133","92.57908","85.71429","80.07700","71.63188","65.02283","56.14187","52.02885","44.91979","41.79104","38.09524","36.19948","33.22176","32.90113","28.76033","26.91316","26.86957","26.92641","25.43786","25.18955","23.68421","25.11013","24.85830","27.04203","25.36623","26.01695","25.06573","23.83317","24.51550","25.31513","26.89434","22.22222","23.53617","23.60097","19.41392","20.78273","19.84733","18.85125","17.94479","16.24365","15.76182","18.77193","19.78610","15.86453","14.77663","15.90909","14.41048","12.68437","13.24885","12.01502","11.78808","11.23596","9.45674","9.18033","8.84086","7.47331","4.86891","7.04846","9.51157","3.62117","6.00522","4.81283","6.07903","7.69231","5.73477","5.97610","9.74359","6.41026","6.08108","6.55738","10.29412","3.70370","7.89474","3.03030","4.34783","5.88235","0.00000","0.00000","41.46430","10.51920","7.06093","6.61117","36.51844"
