"統計名：","人口動態調査 人口動態統計 確定数 死亡"
"表番号：","7"
"表題：","[中巻] 15歳以上の死亡数，年齢（５歳階級）・性・配偶関係別"
"実施年月：","2024年","-"

"***","調査又は集計していないもの"
"-","計数のない場合"
"…","計数不明の場合"
"・","統計項目のありえない場合"

"","","","","","","","","","/配偶関係 コード","00100","00160","00170","00180","00190","00200","00210","00220","00230","00240","00250","00260","00270"
"","","","","","","","","","/配偶関係 補助コード","-","-","-","-","-","-","-","-","-","-","-","-","-"
"表章項目 コード","表章項目 補助コード","表章項目","時間軸(年次) コード","時間軸(年次) 補助コード","時間軸(年次)","年齢(5歳階級) コード","年齢(5歳階級) 補助コード","年齢(5歳階級)","/配偶関係","総数","男_総数","男_有配偶","男_未婚","男_死別","男_離別","男_不詳","女_総数","女_有配偶","女_未婚","女_死別","女_離別","女_不詳"
"10100","","死亡数【人】","2019000000","","2019年","00350","","60～64歳","","42,145","29,211","14,147","8,594","801","5,599","70","12,934","7,930","1,761","1,100","2,131","12"
"10100","","死亡数【人】","2019000000","","2019年","00360","","65～69歳","","79,490","55,240","30,348","12,929","2,554","9,327","82","24,250","14,236","2,624","3,531","3,837","22"
"10100","","死亡数【人】","2019000000","","2019年","00370","","70～74歳","","117,966","80,580","50,823","11,937","5,770","11,936","114","37,386","19,954","3,325","8,832","5,244","31"
"10100","","死亡数【人】","2019000000","","2019年","00380","","75～79歳","","163,768","105,133","73,290","8,577","12,148","11,032","86","58,635","26,210","4,013","22,223","6,154","35"
"10100","","死亡数【人】","2019000000","","2019年","00400","","80～84歳","","222,333","128,508","92,347","5,152","22,955","7,978","76","93,825","29,420","5,254","52,310","6,794","47"
"10100","","死亡数【人】","2019000000","","2019年","00410","","85～89歳","","279,010","135,395","90,526","2,803","37,667","4,351","48","143,615","24,783","7,538","103,841","7,409","44"
"10100","","死亡数【人】","2019000000","","2019年","00420","","90～94歳","","245,517","88,425","48,012","973","37,756","1,656","28","157,092","10,536","7,492","132,319","6,661","84"
"10100","","死亡数【人】","2019000000","","2019年","00430","","95～99歳","","116,672","25,833","9,597","203","15,713","310","10","90,839","1,475","3,583","82,436","3,310","35"
"10100","","死亡数【人】","2019000000","","2019年","00440","","100歳以上","","29,083","4,067","808","34","3,195","30","-","25,016","76","722","23,541","666","11"
"10100","","死亡数【人】","2018000000","","2018年","00100","","総数","","1,358,852","697,094","427,389","73,435","136,248","59,330","692","661,758","148,260","44,661","422,865","45,581","391"
"10100","","死亡数【人】","2018000000","","2018年","00220","","15～19歳","","1,143","747","1","743","-","3","-","396","1","394","-","1","-"
"10100","","死亡数【人】","2018000000","","2018年","00230","","20～24歳","","2,006","1,406","49","1,334","-","22","1","600","23","565","1","10","1"
"10100","","死亡数【人】","2018000000","","2018年","00240","","25～29歳","","2,216","1,518","155","1,294","1","66","2","698","110","544","-","43","1"
"10100","","死亡数【人】","2018000000","","2018年","00250","","30～34歳","","3,114","2,065","455","1,432","5","168","5","1,049","353","581","7","107","1"
"10100","","死亡数【人】","2018000000","","2018年","00260","","35～39歳","","4,610","2,955","825","1,731","8","386","5","1,655","684","706","8","257","-"
"10100","","死亡数【人】","2018000000","","2018年","00280","","40～44歳","","8,338","5,243","1,716","2,675","28","810","14","3,095","1,443","1,105","27","520","-"
"10100","","死亡数【人】","2018000000","","2018年","00300","","45～49歳","","14,001","8,757","2,966","4,146","70","1,559","16","5,244","2,582","1,604","96","954","8"
"10100","","死亡数【人】","2018000000","","2018年","00320","","50～54歳","","19,491","12,582","4,683","5,056","119","2,690","34","6,909","3,752","1,674","203","1,274","6"
"10100","","死亡数【人】","2018000000","","2018年","00340","","55～59歳","","27,382","18,310","7,876","6,181","309","3,909","35","9,072","5,292","1,588","532","1,648","12"
"10100","","死亡数【人】","2018000000","","2018年","00350","","60～64歳","","43,347","30,002","14,868","8,593","883","5,590","68","13,345","8,158","1,844","1,155","2,178","10"
"10100","","死亡数【人】","2018000000","","2018年","00360","","65～69歳","","86,373","59,936","33,793","13,210","2,870","9,952","111","26,437","15,355","2,810","4,114","4,134","24"
"10100","","死亡数【人】","2018000000","","2018年","00370","","70～74歳","","114,528","77,805","50,258","10,620","5,900","10,917","110","36,723","19,729","3,043","8,974","4,947","30"
"10100","","死亡数【人】","2018000000","","2018年","00380","","75～79歳","","158,276","101,156","71,261","7,827","11,972","9,994","102","57,120","25,548","3,755","22,028","5,744","45"
"10100","","死亡数【人】","2018000000","","2018年","00400","","80～84歳","","225,139","129,610","93,559","5,000","23,464","7,508","79","95,529","29,744","5,586","53,548","6,598","53"
"10100","","死亡数【人】","2018000000","","2018年","00410","","85～89歳","","276,699","133,396","89,621","2,475","37,188","4,038","74","143,303","24,176","7,637","104,206","7,194","90"
"10100","","死亡数【人】","2018000000","","2018年","00420","","90～94歳","","234,656","83,799","45,525","893","35,950","1,406","25","150,857","9,878","7,183","127,403","6,342","51"
"10100","","死亡数【人】","2018000000","","2018年","00430","","95～99歳","","109,209","23,781","8,954","195","14,342","281","9","85,428","1,349","3,325","77,745","2,960","49"
"10100","","死亡数【人】","2018000000","","2018年","00440","","100歳以上","","28,324","4,026","824","30","3,139","31","2","24,298","83","717","22,818","670","10"
"10100","","死亡数【人】","2017000000","","2017年","00100","","総数","","1,336,855","688,613","426,740","69,771","134,010","57,403","689","648,242","145,538","43,317","415,102","43,850","435"
"10100","","死亡数【人】","2017000000","","2017年","00220","","15～19歳","","1,161","810","3","805","-","2","-","351","-","350","-","-","1"
"10100","","死亡数【人】","2017000000","","2017年","00230","","20～24歳","","2,025","1,469","48","1,395","1","24","1","556","18","528","-","8","2"
"10100","","死亡数【人】","2017000000","","2017年","00240","","25～29歳","","2,277","1,548","163","1,321","1","59","4","729","110","550","2","65","2"
"10100","","死亡数【人】","2017000000","","2017年","00250","","30～34歳","","3,254","2,154","456","1,484","7","195","12","1,100","362","608","7","121","2"
"10100","","死亡数【人】","2017000000","","2017年","00260","","35～39歳","","4,750","3,075","883","1,778","14","391","9","1,675","678","712","14","266","5"
"10100","","死亡数【人】","2017000000","","2017年","00280","","40～44歳","","8,818","5,504","1,779","2,820","26","866","13","3,314","1,557","1,154","27","576","-"
"10100","","死亡数【人】","2017000000","","2017年","00300","","45～49歳","","14,020","8,943","3,093","4,066","52","1,718","14","5,077","2,581","1,465","99","924","8"
"10100","","死亡数【人】","2017000000","","2017年","00320","","50～54歳","","19,063","12,347","4,813","4,774","127","2,596","37","6,716","3,731","1,488","217","1,268","12"
"10100","","死亡数【人】","2017000000","","2017年","00340","","55～59歳","","27,528","18,507","8,296","6,033","315","3,832","31","9,021","5,464","1,474","498","1,578","7"
"10100","","死亡数【人】","2017000000","","2017年","00350","","60～64歳","","44,913","31,111","15,833","8,398","960","5,861","59","13,802","8,543","1,764","1,330","2,148","17"
"10100","","死亡数【人】","2017000000","","2017年","00360","","65～69歳","","92,441","64,251","37,480","12,824","3,100","10,711","136","28,190","16,608","2,870","4,392","4,298","22"
"10100","","死亡数【人】","2017000000","","2017年","00370","","70～74歳","","109,149","74,276","49,397","8,948","5,863","9,974","94","34,873","18,678","2,743","8,995","4,429","28"
"10100","","死亡数【人】","2017000000","","2017年","00380","","75～79歳","","155,823","99,603","71,182","7,077","12,012","9,238","94","56,220","24,678","3,687","22,462","5,369","24"
"10100","","死亡数【人】","2017000000","","2017年","00400","","80～84歳","","226,201","129,921","94,356","4,577","23,926","6,975","87","96,280","28,969","5,709","55,246","6,308","48"
"10100","","死亡数【人】","2017000000","","2017年","00410","","85～89歳","","270,097","129,787","86,922","2,407","36,984","3,421","53","140,310","23,264","7,521","102,544","6,893","88"
"10100","","死亡数【人】","2017000000","","2017年","00420","","90～94歳","","223,426","78,370","42,284","859","33,933","1,261","33","145,056","9,050","7,031","122,789","6,085","101"
"10100","","死亡数【人】","2017000000","","2017年","00430","","95～99歳","","104,102","22,850","8,921","175","13,501","244","9","81,252","1,180","2,999","74,151","2,871","51"
"10100","","死亡数【人】","2017000000","","2017年","00440","","100歳以上","","27,807","4,087","831","30","3,188","35","3","23,720","67","664","22,329","643","17"
"10100","","死亡数【人】","2016000000","","2016年","00100","","総数","","1,304,278","672,773","420,185","67,393","129,864","54,817","514","631,505","144,872","42,450","401,853","42,040","290"
"10100","","死亡数【人】","2016000000","","2016年","00220","","15～19歳","","1,166","816","3","811","-","1","1","350","-","348","-","1","1"
"10100","","死亡数【人】","2016000000","","2016年","00230","","20～24歳","","2,083","1,471","38","1,411","-","21","1","612","30","561","1","20","-"
"10100","","死亡数【人】","2016000000","","2016年","00240","","25～29歳","","2,480","1,714","198","1,433","-","79","4","766","122","588","2","52","2"
"10100","","死亡数【人】","2016000000","","2016年","00250","","30～34歳","","3,355","2,227","525","1,482","6","209","5","1,128","380","628","4","115","1"
"10100","","死亡数【人】","2016000000","","2016年","00260","","35～39歳","","5,195","3,282","947","1,891","11","426","7","1,913","854","802","7","250","-"
"10100","","死亡数【人】","2016000000","","2016年","00280","","40～44歳","","9,266","5,836","1,921","2,939","26","941","9","3,430","1,636","1,173","37","582","2"
"10100","","死亡数【人】","2016000000","","2016年","00300","","45～49歳","","13,925","8,888","3,136","3,958","52","1,721","21","5,037","2,585","1,438","83","928","3"
