year,sex,age,state,value
2016,male,15-19,V,1.0
2016,female,15-19,M,0.0
2016,female,15-19,S,348.0
2016,female,15-19,W,0.0
2016,female,15-19,V,1.0
2016,male,20-24,M,38.0
2016,male,20-24,S,1411.0
2016,male,20-24,W,0.0
2016,male,20-24,V,21.0
2016,female,20-24,M,30.0
2016,female,20-24,S,561.0
2016,female,20-24,W,1.0
2016,female,20-24,V,20.0
2016,male,25-29,M,198.0
2016,male,25-29,S,1433.0
2016,male,25-29,W,0.0
2016,male,25-29,V,79.0
2016,female,25-29,M,122.0
2016,female,25-29,S,588.0
2016,female,25-29,W,2.0
2016,female,25-29,V,52.0
2016,male,30-34,M,525.0
2016,male,30-34,S,1482.0
2016,male,30-34,W,6.0
2016,male,30-34,V,209.0
2016,female,30-34,M,380.0
2016,female,30-34,S,628.0
2016,female,30-34,W,4.0
2016,female,30-34,V,115.0
2016,male,35-39,M,947.0
2016,male,35-39,S,1891.0
2016,male,35-39,W,11.0
2016,male,35-39,V,426.0
2016,female,35-39,M,854.0
2016,female,35-39,S,802.0
2016,female,35-39,W,7.0
2016,female,35-39,V,250.0
2016,male,40-44,M,1921.0
2016,male,40-44,S,2939.0
2016,male,40-44,W,26.0
2016,male,40-44,V,941.0
2016,female,40-44,M,1636.0
2016,female,40-44,S,1173.0
2016,female,40-44,W,37.0
2016,female,40-44,V,582.0
2016,male,45-49,M,3136.0
2016,male,45-49,S,3958.0
2016,male,45-49,W,52.0
2016,male,45-49,V,1721.0
2016,female,45-49,M,2585.0
2016,female,45-49,S,1438.0
2016,female,45-49,W,83.0
2016,female,45-49,V,928.0
2016,male,50-54,M,5047.0
2016,male,50-54,S,4729.0
2016,male,50-54,W,143.0
2016,male,50-54,V,2590.0
2016,female,50-54,M,4011.0
2016,female,50-54,S,1505.0
2016,female,50-54,W,262.0
2016,female,50-54,V,1170.0
2016,male,55-59,M,8984.0
2016,male,55-59,S,5905.0
2016,male,55-59,W,327.0
2016,male,55-59,V,3817.0
2016,female,55-59,M,5655.0
2016,female,55-59,S,1502.0
2016,female,55-59,W,546.0
2016,female,55-59,V,1562.0
2016,male,60-64,M,17648.0
2016,male,60-64,S,8726.0
2016,male,60-64,W,1046.0
2016,male,60-64,V,5984.0
2016,female,60-64,M,9176.0
2016,female,60-64,S,1807.0
2016,female,60-64,W,1396.0
2016,female,60-64,V,2373.0
2016,male,65-69,M,38850.0
2016,male,65-69,S,12245.0
2016,male,65-69,W,3283.0
2016,male,65-69,V,10646.0
2016,female,65-69,M,16827.0
2016,female,65-69,S,2819.0
2016,female,65-69,W,4485.0
2016,female,65-69,V,4276.0
2016,male,70-74,M,49290.0
2016,male,70-74,S,8107.0
2016,male,70-74,W,5942.0
2016,male,70-74,V,9144.0
2016,female,70-74,M,18955.0
2016,female,70-74,S,2613.0
2016,female,70-74,W,9538.0
2016,female,70-74,V,4183.0
2016,male,75-79,M,70304.0
2016,male,75-79,S,6235.0
2016,male,75-79,W,12044.0
2016,male,75-79,V,8463.0
2016,female,75-79,M,24436.0
2016,female,75-79,S,3679.0
2016,female,75-79,W,22784.0
2016,female,75-79,V,4989.0
2016,male,80+,M,223294.0
2016,male,80+,S,7521.0
2016,male,80+,W,106984.0
2016,male,80+,V,10775.0
2016,female,80+,M,60205.0
2016,female,80+,S,22987.0
2016,female,80+,W,362708.0
2016,female,80+,V,21539.0
2015,male,15-19,M,1.0
2015,male,15-19,S,833.0
2015,male,15-19,W,0.0
2015,male,15-19,V,2.0
2015,female,15-19,M,3.0
2015,female,15-19,S,377.0
2015,female,15-19,W,0.0
2015,female,15-19,V,4.0
2015,male,20-24,M,38.0
2015,male,20-24,S,1457.0
2015,male,20-24,W,1.0
2015,male,20-24,V,18.0
2015,female,20-24,M,17.0
2015,female,20-24,S,556.0
2015,female,20-24,W,0.0
2015,female,20-24,V,12.0
2015,male,25-29,M,225.0
2015,male,25-29,S,1462.0
2015,male,25-29,W,1.0
2015,male,25-29,V,93.0
2015,female,25-29,M,152.0
2015,female,25-29,S,608.0
2015,female,25-29,W,3.0
2015,female,25-29,V,67.0
2015,male,30-34,M,531.0
2015,male,30-34,S,1550.0
2015,male,30-34,W,4.0
2015,male,30-34,V,237.0
2015,female,30-34,M,434.0
2015,female,30-34,S,629.0
2015,female,30-34,W,8.0
2015,female,30-34,V,153.0
2015,male,35-39,M,999.0
2015,male,35-39,S,1984.0
2015,male,35-39,W,7.0
2015,male,35-39,V,458.0
2015,female,35-39,M,846.0
2015,female,35-39,S,819.0
2015,female,35-39,W,14.0
2015,female,35-39,V,267.0
2015,male,40-44,M,2020.0
2015,male,40-44,S,3133.0
2015,male,40-44,W,44.0
2015,male,40-44,V,1007.0
2015,female,40-44,M,1697.0
2015,female,40-44,S,1189.0
2015,female,40-44,W,35.0
2015,female,40-44,V,633.0
2015,male,45-49,M,3143.0
2015,male,45-49,S,3735.0
2015,male,45-49,W,56.0
2015,male,45-49,V,1703.0
2015,female,45-49,M,2533.0
2015,female,45-49,S,1290.0
2015,female,45-49,W,89.0
2015,female,45-49,V,970.0
2015,male,50-54,M,5360.0
2015,male,50-54,S,4505.0
2015,male,50-54,W,174.0
2015,male,50-54,V,2775.0
2015,female,50-54,M,4066.0
2015,female,50-54,S,1353.0
2015,female,50-54,W,256.0
2015,female,50-54,V,1199.0
2015,male,55-59,M,9170.0
2015,male,55-59,S,5958.0
2015,male,55-59,W,367.0
2015,male,55-59,V,3938.0
2015,female,55-59,M,5744.0
2015,female,55-59,S,1445.0
2015,female,55-59,W,569.0
2015,female,55-59,V,1510.0
2015,male,60-64,M,19195.0
2015,male,60-64,S,9351.0
2015,male,60-64,W,1172.0
2015,male,60-64,V,6368.0
2015,female,60-64,M,10084.0
2015,female,60-64,S,1895.0
2015,female,60-64,W,1559.0
2015,female,60-64,V,2523.0
2015,male,65-69,M,37544.0
2015,male,65-69,S,10760.0
2015,male,65-69,W,3209.0
2015,male,65-69,V,9834.0
2015,female,65-69,M,15963.0
2015,female,65-69,S,2618.0
2015,female,65-69,W,4439.0
2015,female,65-69,V,3824.0
2015,male,70-74,M,53031.0
2015,male,70-74,S,7998.0
2015,male,70-74,W,6403.0
2015,male,70-74,V,9412.0
2015,female,70-74,M,20197.0
2015,female,70-74,S,2713.0
2015,female,70-74,W,10138.0
2015,female,70-74,V,4341.0
2015,male,75-79,M,70711.0
2015,male,75-79,S,5707.0
2015,male,75-79,W,12556.0
2015,male,75-79,V,7947.0
2015,female,75-79,M,24324.0
2015,female,75-79,S,3590.0
2015,female,75-79,W,23668.0
2015,female,75-79,V,4898.0
2015,male,80+,M,216600.0
2015,male,80+,S,6759.0
2015,male,80+,W,102576.0
2015,male,80+,V,9825.0
2015,female,80+,M,57964.0
2015,female,80+,S,22645.0
2015,female,80+,W,354467.0
2015,female,80+,V,20383.0
