year,sex,age,state,value
1960,female,50-54,W,488040.0
1960,female,50-54,V,64171.0
1960,female,55-59,S,23547.0
1960,female,55-59,M,1214855.0
1960,female,55-59,W,567961.0
1960,female,55-59,V,47314.0
1960,female,60-64,S,16603.0
1960,female,60-64,M,825096.0
1960,female,60-64,W,631404.0
1960,female,60-64,V,32740.0
1960,female,65-69,S,11670.0
1960,female,65-69,M,471121.0
1960,female,65-69,W,639366.0
1960,female,65-69,V,21786.0
1960,female,70-74,S,9075.0
1960,female,70-74,M,237903.0
1960,female,70-74,W,615851.0
1960,female,70-74,V,15157.0
1960,female,75-79,S,6360.0
1960,female,75-79,M,90728.0
1960,female,75-79,W,477146.0
1960,female,75-79,V,9228.0
1960,female,80+,S,4416.0
1960,female,80+,M,30155.0
1960,female,80+,W,409418.0
1960,female,80+,V,6316.0
1965,male,15-19,S,5504624.0
1965,male,15-19,M,18466.0
1965,male,15-19,W,1410.0
1965,male,15-19,V,439.0
1965,male,20-24,S,4085786.0
1965,male,20-24,M,430450.0
1965,male,20-24,W,1499.0
1965,male,20-24,V,3814.0
1965,male,25-29,S,1915499.0
1965,male,25-29,M,2253977.0
1965,male,25-29,W,3256.0
1965,male,25-29,V,16586.0
1965,male,30-34,S,462006.0
1965,male,30-34,M,3678649.0
1965,male,30-34,W,6907.0
1965,male,30-34,V,31411.0
1965,male,35-39,S,157334.0
1965,male,35-39,M,3563463.0
1965,male,35-39,W,12408.0
1965,male,35-39,V,38663.0
1965,male,40-44,S,66924.0
1965,male,40-44,M,2627124.0
1965,male,40-44,W,17920.0
1965,male,40-44,V,35530.0
1965,male,45-49,S,37962.0
1965,male,45-49,M,2142719.0
1965,male,45-49,W,27618.0
1965,male,45-49,V,31475.0
1965,male,50-54,S,28551.0
1965,male,50-54,M,2071685.0
1965,male,50-54,W,54454.0
1965,male,50-54,V,31914.0
1965,male,55-59,S,21032.0
1965,male,55-59,M,1794032.0
1965,male,55-59,W,98141.0
1965,male,55-59,V,28463.0
1965,male,60-64,S,15748.0
1965,male,60-64,M,1440226.0
1965,male,60-64,W,154661.0
1965,male,60-64,V,22802.0
1965,male,65-69,S,11242.0
1965,male,65-69,M,1006422.0
1965,male,65-69,W,191618.0
1965,male,65-69,V,16213.0
1965,male,70-74,S,7062.0
1965,male,70-74,M,586342.0
1965,male,70-74,W,191551.0
1965,male,70-74,V,9488.0
1965,male,75-79,S,4285.0
1965,male,75-79,M,284558.0
1965,male,75-79,W,161168.0
1965,male,75-79,V,4859.0
1965,male,80+,S,2328.0
1965,male,80+,M,118376.0
1965,male,80+,W,140075.0
1965,male,80+,V,2362.0
1965,female,15-19,S,5340132.0
1965,female,15-19,M,70567.0
1965,female,15-19,W,6635.0
1965,female,15-19,V,957.0
1965,female,20-24,S,3134727.0
1965,female,20-24,M,1446447.0
1965,female,20-24,W,7289.0
1965,female,20-24,V,12722.0
1965,female,25-29,S,806443.0
1965,female,25-29,M,3376668.0
1965,female,25-29,W,15849.0
1965,female,25-29,V,42531.0
1965,female,30-34,S,374484.0
1965,female,30-34,M,3645742.0
1965,female,30-34,W,40323.0
1965,female,30-34,V,81536.0
1965,female,35-39,S,255234.0
1965,female,35-39,M,3306613.0
1965,female,35-39,W,94378.0
1965,female,35-39,V,122424.0
1965,female,40-44,S,152073.0
1965,female,40-44,M,2761335.0
1965,female,40-44,W,209349.0
1965,female,40-44,V,131983.0
1965,female,45-49,S,80313.0
1965,female,45-49,M,2146022.0
1965,female,45-49,W,389855.0
1965,female,45-49,V,100974.0
1965,female,50-54,S,52185.0
1965,female,50-54,M,1821704.0
1965,female,50-54,W,549100.0
1965,female,50-54,V,79615.0
1965,female,55-59,S,34526.0
1965,female,55-59,M,1388114.0
1965,female,55-59,W,608755.0
1965,female,55-59,V,54984.0
1965,female,60-64,S,22627.0
1965,female,60-64,M,982555.0
1965,female,60-64,W,688936.0
1965,female,60-64,V,37356.0
1965,female,65-69,S,15320.0
1965,female,65-69,M,595231.0
1965,female,65-69,W,718676.0
1965,female,65-69,V,23755.0
1965,female,70-74,S,10859.0
1965,female,70-74,M,284922.0
1965,female,70-74,W,653977.0
1965,female,70-74,V,14078.0
1965,female,75-79,S,7316.0
1965,female,75-79,M,111023.0
1965,female,75-79,W,523514.0
1965,female,75-79,V,7995.0
1965,female,80+,S,4609.0
1965,female,80+,M,38860.0
1965,female,80+,W,474198.0
1965,female,80+,V,5458.0
1970,male,15-19,S,4588248.0
1970,male,15-19,M,29726.0
1970,male,15-19,W,1819.0
1970,male,15-19,V,385.0
1970,male,20-24,S,4811541.0
1970,male,20-24,M,523348.0
1970,male,20-24,W,2419.0
1970,male,20-24,V,4632.0
1970,male,25-29,S,2113369.0
1970,male,25-29,M,2406136.0
1970,male,25-29,W,2718.0
1970,male,25-29,V,22001.0
1970,male,30-34,S,494265.0
1970,male,30-34,M,3677474.0
1970,male,30-34,W,6274.0
1970,male,30-34,V,37011.0
1970,male,35-39,S,195448.0
1970,male,35-39,M,3900113.0
1970,male,35-39,W,11800.0
1970,male,35-39,V,46789.0
1970,male,40-44,S,104134.0
1970,male,40-44,M,3518140.0
1970,male,40-44,W,20365.0
1970,male,40-44,V,47808.0
1970,male,45-49,S,51755.0
1970,male,45-49,M,2577705.0
1970,male,45-49,W,28213.0
1970,male,45-49,V,38912.0
1970,male,50-54,S,32266.0
1970,male,50-54,M,2067063.0
1970,male,50-54,W,41087.0
1970,male,50-54,V,31783.0
1970,male,55-59,S,23908.0
1970,male,55-59,M,1925159.0
1970,male,55-59,W,75812.0
1970,male,55-59,V,30069.0
1970,male,60-64,S,17692.0
1970,male,60-64,M,1598008.0
1970,male,60-64,W,125270.0
1970,male,60-64,V,25208.0
1970,male,65-69,S,12796.0
1970,male,65-69,M,1196376.0
1970,male,65-69,W,179466.0
1970,male,65-69,V,19063.0
1970,male,70-74,S,8511.0
1970,male,70-74,M,748200.0
1970,male,70-74,W,198972.0
1970,male,70-74,V,12231.0
1970,male,75-79,S,4838.0
1970,male,75-79,M,358868.0
1970,male,75-79,W,166486.0
1970,male,75-79,V,6103.0
1970,male,80+,S,3689.0
1970,male,80+,M,164558.0
1970,male,80+,W,162297.0
1970,male,80+,V,3282.0
1970,female,15-19,S,4446135.0
1970,female,15-19,M,83413.0
1970,female,15-19,W,11503.0
1970,female,15-19,V,1391.0
1970,female,20-24,S,3856300.0
1970,female,20-24,M,1491402.0
1970,female,20-24,W,15611.0
1970,female,20-24,V,17942.0
1970,female,25-29,S,834392.0
1970,female,25-29,M,3695575.0
1970,female,25-29,W,14435.0
1970,female,25-29,V,57638.0
1970,female,30-34,S,305272.0
1970,female,30-34,M,3799880.0
1970,female,30-34,W,35898.0
1970,female,30-34,V,84334.0
1970,female,35-39,S,239220.0
1970,female,35-39,M,3688521.0
1970,female,35-39,W,77454.0
1970,female,35-39,V,112823.0
1970,female,40-44,S,196180.0
1970,female,40-44,M,3217364.0
1970,female,40-44,W,149983.0
1970,female,40-44,V,139079.0
1970,female,45-49,S,128021.0
1970,female,45-49,M,2662070.0
1970,female,45-49,W,294028.0
1970,female,45-49,V,138656.0
1970,female,50-54,S,71921.0
1970,female,50-54,M,2001182.0
1970,female,50-54,W,495059.0
1970,female,50-54,V,100775.0
1970,female,55-59,S,47119.0
1970,female,55-59,M,1602360.0
1970,female,55-59,W,674937.0
1970,female,55-59,V,75598.0
1970,female,60-64,S,32234.0
1970,female,60-64,M,1153679.0
1970,female,60-64,W,748306.0
1970,female,60-64,V,51437.0
1970,female,65-69,S,20404.0
1970,female,65-69,M,734269.0
1970,female,65-69,W,809004.0
1970,female,65-69,V,34001.0
1970,female,70-74,S,13491.0
1970,female,70-74,M,379546.0
1970,female,70-74,W,768217.0
1970,female,70-74,V,21043.0
1970,female,75-79,S,7982.0
1970,female,75-79,M,139430.0
1970,female,75-79,W,585203.0
1970,female,75-79,V,11431.0
1970,female,80+,S,6219.0
1970,female,80+,M,47815.0
1970,female,80+,W,560598.0
1970,female,80+,V,8347.0
1975,male,15-19,S,4018076.0
1975,male,15-19,M,20365.0
1975,male,15-19,W,460.0
1975,male,15-19,V,289.0
1975,male,20-24,S,4015924.0
1975,male,20-24,M,538265.0
1975,male,20-24,W,838.0
1975,male,20-24,V,4657.0
1975,male,25-29,S,2619455.0
1975,male,25-29,M,2776464.0
1975,male,25-29,W,2725.0
1975,male,25-29,V,24695.0
1975,male,30-34,S,661900.0
1975,male,30-34,M,3912688.0
1975,male,30-34,W,6285.0
1975,male,30-34,V,42263.0
1975,male,35-39,S,255452.0
1975,male,35-39,M,3892439.0
1975,male,35-39,W,11643.0
1975,male,35-39,V,52207.0
1975,male,40-44,S,151077.0
1975,male,40-44,M,3889435.0
1975,male,40-44,W,22567.0
1975,male,40-44,V,61265.0
1975,male,45-49,S,90717.0
1975,male,45-49,M,3471612.0
1975,male,45-49,W,36830.0
1975,male,45-49,V,56755.0
1975,male,50-54,S,45884.0
1975,male,50-54,M,2481878.0
1975,male,50-54,W,46847.0
1975,male,50-54,V,41625.0
1975,male,55-59,S,27862.0
1975,male,55-59,M,1949149.0
1975,male,55-59,W,63866.0
1975,male,55-59,V,31343.0
1975,male,60-64,S,20746.0
1975,male,60-64,M,1777238.0
1975,male,60-64,W,109733.0
1975,male,60-64,V,27638.0
1975,male,65-69,S,14783.0
1975,male,65-69,M,1372494.0
1975,male,65-69,W,163049.0
1975,male,65-69,V,20437.0
1975,male,70-74,S,11203.0
1975,male,70-74,M,919327.0
1975,male,70-74,W,203635.0
1975,male,70-74,V,13451.0
1975,male,75-79,S,7459.0
1975,male,75-79,M,482505.0
1975,male,75-79,W,190730.0
1975,male,75-79,V,7403.0
1975,male,80+,S,5485.0
1975,male,80+,M,226731.0
1975,male,80+,W,194066.0
1975,male,80+,V,4003.0
1975,female,15-19,S,3853457.0
1975,female,15-19,M,52339.0
1975,female,15-19,W,1279.0
1975,female,15-19,V,666.0
1975,female,20-24,S,3121468.0
1975,female,20-24,M,1368165.0
1975,female,20-24,W,3036.0
1975,female,20-24,V,13711.0
1975,female,25-29,S,1122569.0
1975,female,25-29,M,4175836.0
1975,female,25-29,W,11506.0
1975,female,25-29,V,57483.0
1975,female,30-34,S,354194.0
1975,female,30-34,M,4148446.0
1975,female,30-34,W,31230.0
1975,female,30-34,V,86712.0
1975,female,35-39,S,222646.0
1975,female,35-39,M,3814679.0
1975,female,35-39,W,67394.0
1975,female,35-39,V,104438.0
1975,female,40-44,S,204704.0
1975,female,40-44,M,3635215.0
1975,female,40-44,W,132692.0
1975,female,40-44,V,125688.0
1975,female,45-49,S,180448.0
1975,female,45-49,M,3150613.0
1975,female,45-49,W,231980.0
1975,female,45-49,V,141072.0
1975,female,50-54,S,119229.0
1975,female,50-54,M,2510260.0
1975,female,50-54,W,405587.0
1975,female,50-54,V,128775.0
1975,female,55-59,S,68479.0
1975,female,55-59,M,1817481.0
1975,female,55-59,W,622680.0
1975,female,55-59,V,91267.0
1975,female,60-64,S,46967.0
1975,female,60-64,M,1402257.0
1975,female,60-64,W,832096.0
1975,female,60-64,V,65379.0
1975,female,65-69,S,33818.0
1975,female,65-69,M,911058.0
1975,female,65-69,W,891173.0
1975,female,65-69,V,40687.0
1975,female,70-74,S,22946.0
1975,female,70-74,M,494963.0
1975,female,70-74,W,884258.0
1975,female,70-74,V,25015.0
1975,female,75-79,S,14758.0
1975,female,75-79,M,201823.0
1975,female,75-79,W,721528.0
1975,female,75-79,V,14105.0
1975,female,80+,S,9931.0
1975,female,80+,M,67465.0
1975,female,80+,W,681561.0
1975,female,80+,V,9820.0
1980,male,15-19,S,4205739.0
1980,male,15-19,M,13819.0
1980,male,15-19,W,15.0
1980,male,15-19,V,122.0
1980,male,20-24,S,3622010.0
1980,male,20-24,M,320888.0
1980,male,20-24,W,492.0
1980,male,20-24,V,3908.0
1980,male,25-29,S,2504307.0
1980,male,25-29,M,2003097.0
1980,male,25-29,W,2018.0
1980,male,25-29,V,24734.0
1980,male,30-34,S,1165316.0
1980,male,30-34,M,4174171.0
1980,male,30-34,W,6188.0
1980,male,30-34,V,65420.0
1980,male,35-39,S,391805.0
1980,male,35-39,M,4106643.0
1980,male,35-39,W,11797.0
1980,male,35-39,V,77170.0
1980,male,40-44,S,197092.0
1980,male,40-44,M,3854930.0
1980,male,40-44,W,20864.0
1980,male,40-44,V,80000.0
1980,male,45-49,S,124854.0
1980,male,45-49,M,3784219.0
1980,male,45-49,W,36867.0
1980,male,45-49,V,81774.0
1980,male,50-54,S,74497.0
1980,male,50-54,M,3343680.0
1980,male,50-54,W,58153.0
1980,male,50-54,V,66401.0
1980,male,55-59,S,38890.0
1980,male,55-59,M,2356314.0
1980,male,55-59,W,69718.0
1980,male,55-59,V,43315.0
1980,male,60-64,S,22862.0
1980,male,60-64,M,1800512.0
1980,male,60-64,W,89530.0
1980,male,60-64,V,30591.0
1980,male,65-69,S,15763.0
1980,male,65-69,M,1559872.0
1980,male,65-69,W,140106.0
1980,male,65-69,V,25240.0
1980,male,70-74,S,9975.0
1980,male,70-74,M,1102537.0
1980,male,70-74,W,184837.0
1980,male,70-74,V,17242.0
1980,male,75-79,S,6023.0
1980,male,75-79,M,631140.0
1980,male,75-79,W,198857.0
1980,male,75-79,V,9887.0
1980,male,80+,S,4144.0
1980,male,80+,M,335009.0
1980,male,80+,W,241156.0
1980,male,80+,V,6260.0
1980,female,15-19,S,4008078.0
1980,female,15-19,M,38381.0
1980,female,15-19,W,40.0
1980,female,15-19,V,370.0
1980,female,20-24,S,3014896.0
1980,female,20-24,M,848796.0
1980,female,20-24,W,1133.0
1980,female,20-24,V,11087.0
1980,female,25-29,S,1076874.0
1980,female,25-29,M,3348413.0
1980,female,25-29,W,6980.0
1980,female,25-29,V,60236.0
1980,female,30-34,S,486040.0
1980,female,30-34,M,4709754.0
1980,female,30-34,W,24968.0
1980,female,30-34,V,126071.0
1980,female,35-39,S,253773.0
1980,female,35-39,M,4155679.0
1980,female,35-39,W,56262.0
1980,female,35-39,V,138166.0
1980,female,40-44,S,185781.0
1980,female,40-44,M,3738371.0
1980,female,40-44,W,110217.0
1980,female,40-44,V,140792.0
1980,female,45-49,S,180415.0
1980,female,45-49,M,3523372.0
1980,female,45-49,W,200942.0
1980,female,45-49,V,147966.0
1980,female,50-54,S,162076.0
1980,female,50-54,M,3007949.0
1980,female,50-54,W,327754.0
1980,female,50-54,V,149438.0
1980,female,55-59,S,109344.0
1980,female,55-59,M,2324015.0
1980,female,55-59,W,531242.0
1980,female,55-59,V,129151.0
1980,female,60-64,S,60070.0
1980,female,60-64,M,1599365.0
1980,female,60-64,W,761594.0
1980,female,60-64,V,87480.0
1980,female,65-69,S,37629.0
1980,female,65-69,M,1140049.0
1980,female,65-69,W,967701.0
1980,female,65-69,V,61331.0
1980,female,70-74,S,22113.0
1980,female,70-74,M,649889.0
1980,female,70-74,W,980016.0
1980,female,70-74,V,37937.0
1980,female,75-79,S,11812.0
1980,female,75-79,M,284564.0
1980,female,75-79,W,856426.0
1980,female,75-79,V,22368.0
1980,female,80+,S,8333.0
1980,female,80+,M,103849.0
1980,female,80+,W,891664.0
1980,female,80+,V,16743.0
1985,male,15-19,S,4574494.0
1985,male,15-19,M,11570.0
1985,male,15-19,W,20.0
1985,male,15-19,V,139.0
1985,male,20-24,S,3837905.0
1985,male,20-24,M,307892.0
1985,male,20-24,W,417.0
1985,male,20-24,V,5009.0
1985,male,25-29,S,2384373.0
1985,male,25-29,M,1528626.0
1985,male,25-29,W,1212.0
1985,male,25-29,V,22339.0
1985,male,30-34,S,1282072.0
1985,male,30-34,M,3198089.0
1985,male,30-34,W,4388.0
1985,male,30-34,V,63872.0
1985,male,35-39,S,765397.0
1985,male,35-39,M,4493057.0
1985,male,35-39,W,11724.0
1985,male,35-39,V,120197.0
1985,male,40-44,S,338265.0
1985,male,40-44,M,4061613.0
1985,male,40-44,W,21336.0
1985,male,40-44,V,124656.0
1985,male,45-49,S,190792.0
1985,male,45-49,M,3744890.0
1985,male,45-49,W,35579.0
1985,male,45-49,V,116390.0
1985,male,50-54,S,122048.0
1985,male,50-54,M,3634250.0
1985,male,50-54,W,60773.0
1985,male,50-54,V,105463.0
1985,male,55-59,S,72201.0
1985,male,55-59,M,3170097.0
1985,male,55-59,W,89382.0
1985,male,55-59,V,75128.0
1985,male,60-64,S,36940.0
1985,male,60-64,M,2194436.0
1985,male,60-64,W,101957.0
1985,male,60-64,V,44841.0
1985,male,65-69,S,20613.0
1985,male,65-69,M,1608421.0
1985,male,65-69,W,121965.0
1985,male,65-69,V,28744.0
1985,male,70-74,S,13286.0
1985,male,70-74,M,1293058.0
1985,male,70-74,W,174642.0
1985,male,70-74,V,21508.0
1985,male,75-79,S,7796.0
1985,male,75-79,M,796511.0
1985,male,75-79,W,199604.0
1985,male,75-79,V,12531.0
1985,male,80+,S,5514.0
1985,male,80+,M,482143.0
1985,male,80+,W,301256.0
1985,male,80+,V,8154.0
1985,female,15-19,S,4329592.0
1985,female,15-19,M,37465.0
1985,female,15-19,W,67.0
1985,female,15-19,V,693.0
1985,female,20-24,S,3284041.0
1985,female,20-24,M,723672.0
1985,female,20-24,W,1156.0
1985,female,20-24,V,16387.0
1985,female,25-29,S,1185628.0
1985,female,25-29,M,2621907.0
1985,female,25-29,W,4599.0
1985,female,25-29,V,58085.0
1985,female,30-34,S,468647.0
1985,female,30-34,M,3871475.0
1985,female,30-34,W,17386.0
1985,female,30-34,V,135351.0
1985,female,35-39,S,354259.0
1985,female,35-39,M,4713636.0
1985,female,35-39,W,48613.0
1985,female,35-39,V,220493.0
1985,female,40-44,S,224398.0
1985,female,40-44,M,4049157.0
1985,female,40-44,W,97636.0
1985,female,40-44,V,209650.0
1985,female,45-49,S,177178.0
1985,female,45-49,M,3601744.0
1985,female,45-49,W,177863.0
1985,female,45-49,V,185485.0
1985,female,50-54,S,174304.0
1985,female,50-54,M,3351423.0
1985,female,50-54,W,306455.0
1985,female,50-54,V,171536.0
1985,female,55-59,S,157120.0
1985,female,55-59,M,2805043.0
1985,female,55-59,W,468795.0
1985,female,55-59,V,156301.0
1985,female,60-64,S,106280.0
1985,female,60-64,M,2076602.0
1985,female,60-64,W,713048.0
1985,female,60-64,V,126264.0
1985,female,65-69,S,57378.0
1985,female,65-69,M,1322601.0
1985,female,65-69,W,947139.0
1985,female,65-69,V,81360.0
1985,female,70-74,S,34440.0
1985,female,70-74,M,833946.0
1985,female,70-74,W,1134371.0
1985,female,70-74,V,52894.0
1985,female,75-79,S,19348.0
1985,female,75-79,M,387455.0
1985,female,75-79,W,1035637.0
1985,female,75-79,V,29709.0
1985,female,80+,S,12976.0
1985,female,80+,M,150776.0
1985,female,80+,W,1229489.0
1985,female,80+,V,22232.0
1990,male,15-19,S,5045638.0
1990,male,15-19,M,13990.0
1990,male,15-19,W,15.0
1990,male,15-19,V,157.0
1990,male,20-24,S,4118695.0
1990,male,20-24,M,276913.0
1990,male,20-24,W,558.0
1990,male,20-24,V,5585.0
1990,male,25-29,S,2624582.0
1990,male,25-29,M,1381770.0
1990,male,25-29,W,1155.0
1990,male,25-29,V,25824.0
1990,male,30-34,S,1280043.0
1990,male,30-34,M,2560955.0
1990,male,30-34,W,3040.0
1990,male,30-34,V,54531.0
1990,male,35-39,S,859188.0
1990,male,35-39,M,3532014.0
1990,male,35-39,W,8935.0
1990,male,35-39,V,100387.0
1990,male,40-44,S,626864.0
1990,male,40-44,M,4509120.0
1990,male,40-44,W,21876.0
1990,male,40-44,V,162280.0
1990,male,45-49,S,301995.0
1990,male,45-49,M,3965819.0
1990,male,45-49,W,36776.0
1990,male,45-49,V,153560.0
1990,male,50-54,S,173255.0
1990,male,50-54,M,3613682.0
1990,male,50-54,W,57977.0
1990,male,50-54,V,132168.0
1990,male,55-59,S,111338.0
1990,male,55-59,M,3454774.0
1990,male,55-59,W,92291.0
1990,male,55-59,V,107709.0
1990,male,60-64,S,65166.0
1990,male,60-64,M,2959039.0
1990,male,60-64,W,129538.0
1990,male,60-64,V,71130.0
1990,male,65-69,S,30712.0
1990,male,65-69,M,1979671.0
1990,male,65-69,W,138976.0
1990,male,65-69,V,39296.0
1990,male,70-74,S,16225.0
1990,male,70-74,M,1363650.0
1990,male,70-74,W,152520.0
1990,male,70-74,V,22607.0
1990,male,75-79,S,9878.0
1990,male,75-79,M,975314.0
1990,male,75-79,W,192024.0
1990,male,75-79,V,15127.0
1990,male,80+,S,7550.0
1990,male,80+,M,669729.0
1990,male,80+,W,339656.0
1990,male,80+,V,10956.0
1990,female,15-19,S,4795705.0
1990,female,15-19,M,35493.0
1990,female,15-19,W,55.0
1990,female,15-19,V,635.0
1990,female,20-24,S,3682263.0
1990,female,20-24,M,583349.0
1990,female,20-24,W,1364.0
1990,female,20-24,V,17207.0
1990,female,25-29,S,1604279.0
1990,female,25-29,M,2295605.0
1990,female,25-29,W,4234.0
1990,female,25-29,V,64318.0
1990,female,30-34,S,535038.0
1990,female,30-34,M,3193773.0
1990,female,30-34,W,11654.0
1990,female,30-34,V,111013.0
1990,female,35-39,S,336200.0
1990,female,35-39,M,3910560.0
1990,female,35-39,W,33340.0
1990,female,35-39,V,188412.0
1990,female,40-44,S,305934.0
1990,female,40-44,M,4625552.0
1990,female,40-44,W,83548.0
1990,female,40-44,V,277966.0
1990,female,45-49,S,207203.0
1990,female,45-49,M,3918562.0
1990,female,45-49,W,152577.0
1990,female,45-49,V,241289.0
1990,female,50-54,S,166048.0
1990,female,50-54,M,3446517.0
1990,female,50-54,W,264114.0
1990,female,50-54,V,197351.0
1990,female,55-59,S,164585.0
1990,female,55-59,M,3151070.0
1990,female,55-59,W,436744.0
1990,female,55-59,V,169466.0
1990,female,60-64,S,148235.0
1990,female,60-64,M,2559520.0
1990,female,60-64,W,634749.0
1990,female,60-64,V,146166.0
1990,female,65-69,S,98806.0
1990,female,65-69,M,1775261.0
1990,female,65-69,W,900757.0
1990,female,65-69,V,113871.0
1990,female,70-74,S,52025.0
1990,female,70-74,M,1017249.0
1990,female,70-74,W,1096208.0
1990,female,70-74,V,70258.0
1990,female,75-79,S,30306.0
1990,female,75-79,M,541907.0
1990,female,75-79,W,1181846.0
1990,female,75-79,V,43898.0
1990,female,80+,S,22952.0
1990,female,80+,M,235477.0
1990,female,80+,W,1594515.0
1990,female,80+,V,35592.0
1995,male,15-19,S,4350614.0
1995,male,15-19,M,11386.0
1995,male,15-19,W,72.0
1995,male,15-19,V,290.0
1995,male,20-24,S,4669603.0
1995,male,20-24,M,326801.0
1995,male,20-24,W,455.0
1995,male,20-24,V,8348.0
1995,male,25-29,S,2976695.0
1995,male,25-29,M,1407624.0
1995,male,25-29,W,1077.0
1995,male,25-29,V,33706.0
1995,male,30-34,S,1532671.0
1995,male,30-34,M,2483181.0
1995,male,30-34,W,2769.0
1995,male,30-34,V,67711.0
1995,male,35-39,S,892062.0
1995,male,35-39,M,2930957.0
1995,male,35-39,W,6298.0
1995,male,35-39,V,93934.0
1995,male,40-44,S,743129.0
1995,male,40-44,M,3593754.0
1995,male,40-44,W,17018.0
1995,male,40-44,V,145489.0
1995,male,45-49,S,596158.0
1995,male,45-49,M,4444116.0
1995,male,45-49,W,38610.0
1995,male,45-49,V,211544.0
1995,male,50-54,S,294395.0
1995,male,50-54,M,3847664.0
1995,male,50-54,W,60443.0
1995,male,50-54,V,183762.0
1995,male,55-59,S,169640.0
1995,male,55-59,M,3468516.0
1995,male,55-59,W,90062.0
1995,male,55-59,V,145757.0
1995,male,60-64,S,102951.0
1995,male,60-64,M,3232671.0
1995,male,60-64,W,137235.0
1995,male,60-64,V,108471.0
1995,male,65-69,S,56571.0
1995,male,65-69,M,2672067.0
1995,male,65-69,W,181382.0
1995,male,65-69,V,66032.0
1995,male,70-74,S,26275.0
1995,male,70-74,M,1695495.0
1995,male,70-74,W,183306.0
1995,male,70-74,V,32847.0
1995,male,75-79,S,12690.0
1995,male,75-79,M,1048895.0
1995,male,75-79,W,179590.0
1995,male,75-79,V,16476.0
1995,male,80+,S,10268.0
1995,male,80+,M,887436.0
1995,male,80+,W,387799.0
1995,male,80+,V,13571.0
1995,female,15-19,S,4124285.0
1995,female,15-19,M,27105.0
1995,female,15-19,W,82.0
1995,female,15-19,V,879.0
1995,female,20-24,S,4192092.0
1995,female,20-24,M,610511.0
1995,female,20-24,W,991.0
1995,female,20-24,V,24586.0
1995,female,25-29,S,2082439.0
1995,female,25-29,M,2151902.0
1995,female,25-29,W,3776.0
1995,female,25-29,V,79645.0
1995,female,30-34,S,789679.0
1995,female,30-34,M,3063708.0
1995,female,30-34,W,10410.0
1995,female,30-34,V,136900.0
1995,female,35-39,S,389150.0
1995,female,35-39,M,3283532.0
1995,female,35-39,W,23600.0
1995,female,35-39,V,170788.0
1995,female,40-44,S,302055.0
1995,female,40-44,M,3854628.0
1995,female,40-44,W,60330.0
1995,female,40-44,V,250313.0
1995,female,45-49,S,297368.0
1995,female,45-49,M,4499156.0
1995,female,45-49,W,139355.0
1995,female,45-49,V,337387.0
1995,female,50-54,S,204359.0
1995,female,50-54,M,3769475.0
1995,female,50-54,W,240249.0
1995,female,50-54,V,269090.0
1995,female,55-59,S,165572.0
1995,female,55-59,M,3260008.0
1995,female,55-59,W,397379.0
1995,female,55-59,V,206281.0
1995,female,60-64,S,159584.0
1995,female,60-64,M,2884301.0
1995,female,60-64,W,633025.0
1995,female,60-64,V,166980.0
1995,female,65-69,S,142066.0
1995,female,65-69,M,2227109.0
1995,female,65-69,W,873624.0
1995,female,65-69,V,137530.0
1995,female,70-74,S,92919.0
1995,female,70-74,M,1396411.0
1995,female,70-74,W,1151301.0
1995,female,70-74,V,100810.0
1995,female,75-79,S,46792.0
1995,female,75-79,M,669266.0
1995,female,75-79,W,1242957.0
1995,female,75-79,V,56970.0
1995,female,80+,S,39664.0
1995,female,80+,M,341678.0
1995,female,80+,W,2123878.0
1995,female,80+,V,49329.0
2000,male,15-19,S,3816047.0
2000,male,15-19,M,16920.0
2000,male,15-19,W,154.0
2000,male,15-19,V,551.0
2000,male,20-24,S,4000637.0
2000,male,20-24,M,294484.0
2000,male,20-24,W,791.0
2000,male,20-24,V,10322.0
2000,male,25-29,S,3443015.0
2000,male,25-29,M,1470696.0
2000,male,25-29,W,1613.0
2000,male,25-29,V,48522.0
2000,male,30-34,S,1903068.0
2000,male,30-34,M,2437978.0
2000,male,30-34,W,3099.0
2000,male,30-34,V,90669.0
2000,male,35-39,S,1052260.0
2000,male,35-39,M,2833109.0
2000,male,35-39,W,6282.0
2000,male,35-39,V,121394.0
2000,male,40-44,S,721530.0
2000,male,40-44,M,2984913.0
2000,male,40-44,W,12517.0
2000,male,40-44,V,141610.0
2000,male,45-49,S,653002.0
2000,male,45-49,M,3522309.0
2000,male,45-49,W,30336.0
2000,male,45-49,V,193593.0
2000,male,50-54,S,528318.0
2000,male,50-54,M,4282313.0
2000,male,50-54,W,63101.0
2000,male,50-54,V,255282.0
2000,male,55-59,S,257034.0
2000,male,55-59,M,3673315.0
2000,male,55-59,W,92405.0
2000,male,55-59,V,202080.0
2000,male,60-64,S,143840.0
2000,male,60-64,M,3270877.0
2000,male,60-64,W,131390.0
2000,male,60-64,V,151410.0
2000,male,65-69,S,84793.0
2000,male,65-69,M,2935426.0
2000,male,65-69,W,188041.0
2000,male,65-69,V,103523.0
2000,male,70-74,S,44191.0
2000,male,70-74,M,2300197.0
2000,male,70-74,W,233097.0
2000,male,70-74,V,56781.0
2000,male,75-79,S,18814.0
2000,male,75-79,M,1338925.0
2000,male,75-79,W,216047.0
2000,male,75-79,V,24923.0
2000,male,80+,S,13230.0
2000,male,80+,M,1087003.0
2000,male,80+,W,418484.0
2000,male,80+,V,16848.0
2000,female,15-19,S,3620894.0
