year,sex,age,from_state,to_state,value
2024,male,15-19,S,M,0.0006112488628097591
2024,male,20-24,S,M,0.01122263193484684
2024,male,25-29,S,M,0.04332305595544258
2024,male,30-34,S,M,0.03800654932412309
2024,male,35-39,S,M,0.02296263206773651
2024,male,40-44,S,M,0.01101784163815222
2024,male,45-49,S,M,0.0045541008533424125
2024,male,50-54,S,M,0.0020129898530338876
2024,male,55-59,S,M,0.0012829356314586432
2024,male,60-64,S,M,0.0009030671466523253
2024,male,65-69,S,M,0.000496156959507464
2024,male,70-74,S,M,0.0003672917073649599
2024,male,75-79,S,M,0.00035473795415595654
2024,male,80+,S,M,0.00024433310104528255
2024,male,15-19,M,V,0.03448424151954072
2024,male,20-24,M,V,0.04380727076039439
2024,male,25-29,M,V,0.02478806571757914
2024,male,30-34,M,V,0.014397631323083252
2024,male,35-39,M,V,0.009770118614432525
2024,male,40-44,M,V,0.007777025810131073
2024,male,45-49,M,V,0.006373757830537878
2024,male,50-54,M,V,0.005024069404586166
2024,male,55-59,M,V,0.003583868528818738
2024,male,60-64,M,V,0.0023914277356533982
2024,male,65-69,M,V,0.0014341824385889982
2024,male,70-74,M,V,0.0008989378339772659
2024,male,75-79,M,V,0.0006284073753817015
2024,male,80+,M,V,0.000343491833993884
2024,male,15-19,M,W,0.0
2024,male,20-24,M,W,9.086760166022482e-05
2024,male,25-29,M,W,0.00016104190621115883
2024,male,30-34,M,W,0.00017909158469216896
2024,male,35-39,M,W,0.000289204233843807
2024,male,40-44,M,W,0.00039176419236790986
2024,male,45-49,M,W,0.0006710374202759166
2024,male,50-54,M,W,0.0010552717778306026
2024,male,55-59,M,W,0.0015629506383092145
2024,male,60-64,M,W,0.002220832518664859
2024,male,65-69,M,W,0.003635281778746988
2024,male,70-74,M,W,0.00611517443860268
2024,male,75-79,M,W,0.009320532406553223
2024,male,80+,M,W,0.02789640257191476
2024,male,15-19,W,M,0.0
2024,male,20-24,W,M,0.00141802512380797
2024,male,25-29,W,M,0.01636300192275649
2024,male,30-34,W,M,0.042819394807673196
2024,male,35-39,W,M,0.03540853826729695
2024,male,40-44,W,M,0.027955972093017638
2024,male,45-49,W,M,0.01733905507837744
2024,male,50-54,W,M,0.01148229928374322
2024,male,55-59,W,M,0.008813736664590451
2024,male,60-64,W,M,0.00646965316344982
2024,male,65-69,W,M,0.003269468844619377
2024,male,70-74,W,M,0.0012941452878929252
2024,male,75-79,W,M,0.0007888036361794231
2024,male,80+,W,M,0.00024966330461482285
2024,male,15-19,V,M,0.013077424248129464
2024,male,20-24,V,M,0.1518178830466053
2024,male,25-29,V,M,0.24322180120087236
2024,male,30-34,V,M,0.2113005121762162
2024,male,35-39,V,M,0.14238480760799876
2024,male,40-44,V,M,0.08860124120515182
2024,male,45-49,V,M,0.04879171514978592
2024,male,50-54,V,M,0.025613391227032926
2024,male,55-59,V,M,0.01682301457246625
2024,male,60-64,V,M,0.011531504566744214
2024,male,65-69,V,M,0.006981892608845343
2024,male,70-74,V,M,0.003792715373543972
2024,male,75-79,V,M,0.0031125410847154147
2024,male,80+,V,M,0.0024880429618854075
