year,sex,age,from_state,to_state,value
2024,male,15-19,S,D,0.000261336340147406
2024,male,15-19,M,D,0.0
2024,male,15-19,W,D,0.0
2024,male,15-19,V,D,0.0
2024,male,20-24,S,D,0.0004735078685931216
2024,male,20-24,M,D,0.00024534252448260704
2024,male,20-24,W,D,0.0
2024,male,20-24,V,D,0.0014644811869447456
2024,male,25-29,S,D,0.0005101923546894421
2024,male,25-29,M,D,0.00022298110090775838
2024,male,25-29,W,D,0.0025173849111933063
2024,male,25-29,V,D,0.0027872951806776603
2024,male,30-34,S,D,0.0008077032888347976
2024,male,30-34,M,D,0.00026493713768510944
2024,male,30-34,W,D,0.004369326000782979
2024,male,30-34,V,D,0.002248777156072398
2024,male,35-39,S,D,0.0013041795178732214
2024,male,35-39,M,D,0.0003473566112055779
2024,male,35-39,W,D,0.003309209183859528
2024,male,35-39,V,D,0.0026382824802871803
2024,male,40-44,S,D,0.0019722337359555277
2024,male,40-44,M,D,0.0005412087226461859
2024,male,40-44,W,D,0.0026256990363607725
2024,male,40-44,V,D,0.004120408969287706
2024,male,45-49,S,D,0.00279976390889272
2024,male,45-49,M,D,0.0009319151087474153
2024,male,45-49,W,D,0.0033714829319067244
2024,male,45-49,V,D,0.0054974255269425515
2024,male,50-54,S,D,0.004562185011338085
2024,male,50-54,M,D,0.0015531675818102094
2024,male,50-54,W,D,0.005262720505048976
2024,male,50-54,V,D,0.007584202775896171
2024,male,55-59,S,D,0.008040182834065704
2024,male,55-59,M,D,0.0026430206058984233
2024,male,55-59,W,D,0.006472961073452608
2024,male,55-59,V,D,0.012025308688689597
2024,male,60-64,S,D,0.013801618740516951
2024,male,60-64,M,D,0.004729858771244597
2024,male,60-64,W,D,0.010605218381732513
2024,male,60-64,V,D,0.019087493149086126
2024,male,65-69,S,D,0.021231867213705694
2024,male,65-69,M,D,0.008919992943508783
2024,male,65-69,W,D,0.01512237172722366
2024,male,65-69,V,D,0.030313342784132544
2024,male,70-74,S,D,0.037461702242246216
2024,male,70-74,M,D,0.016495937319118054
2024,male,70-74,W,D,0.027915872795929105
2024,male,70-74,V,D,0.045921081847629164
2024,male,75-79,S,D,0.06839791178569538
2024,male,75-79,M,D,0.028460562799652044
2024,male,75-79,W,D,0.04274849748138612
2024,male,75-79,V,D,0.07793883070422657
2024,male,80+,S,D,0.1246327877613171
2024,male,80+,M,D,0.08573191252616491
2024,male,80+,W,D,0.14771129070439698
2024,male,80+,V,D,0.1586346524777181
